client_id,target,col1453,col2167,col2174,col2175,col2176,col2177,col2180,col2181,col2182,col2183,col2190,col2221,col2222,col2316,col2317,col2318,col2470,col2663
46,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,2563359.42,222493.0,222493.0,222493.0,739.0,0.2562613816564786
47,0,1,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2666854.84666667,151269.0,151269.0,151269.0,115.0,0.258239748477008
48,0,1,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2251880.47666667,181223.0,181223.0,181223.0,62.0,0.2551071103833721
49,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,1461796.26666667,175675.0,175675.0,175675.0,794.0,0.2634297521365618
50,0,0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,10000.0,1664664.5925,214460.0,182666.0,190614.5,473.0,0.2605339674028874
51,1,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5000.0,4741806.13833333,292395.0,202967.0,247681.0,407.0,0.2572174233749946
52,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,3334583.07333333,142646.0,142646.0,142646.0,0.0,0.2562613816564786
53,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10500.0,1898775.105,161001.0,161001.0,161001.0,403.0,0.2562613816564786
54,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1671702.95,151973.0,151973.0,151973.0,53.0,0.2562613816564786
55,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30000.0,6976434.05,326405.0,326405.0,326405.0,62.0,0.3200798164512687
57,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,2733960.292,156476.0,126900.0,144645.6,367.0,0.2570165748042274
59,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10500.0,3364951.04,192834.0,192834.0,192834.0,514.0,0.2562613816564786
64,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2206635.81,190358.0,190358.0,190358.0,428.0,0.2567636136834121
66,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5000.0,3113094.51714286,224324.1,66500.0,135081.75714286,577.0,0.2556113676384911
67,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3109610.39333333,173741.0,173741.0,173741.0,198.0,0.2635199497628909
68,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3773230.695,106108.0,106108.0,106108.0,73.0,0.256437301200215
69,0,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,10500.0,1648703.51833333,99500.0,87500.0,92458.33333333,961.0,0.2569190620677391
70,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2800984.01,188277.0,188277.0,188277.0,248.0,0.2562613816564786
70,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2800984.01,188277.0,188277.0,188277.0,577.0,0.2562613816564786
71,0,0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,10000.0,1977994.2725,2014119.0,253684.06,693792.795,157.0,0.2697219875066544
75,0,0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,10000.0,1748046.58833333,267424.0,185080.0,226252.0,298.0,0.257688171751113
78,0,0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,10000.0,2454029.6025,165339.0,143287.0,148800.0,191.0,0.2615879753766928
79,0,0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10000.0,2209979.00666667,245352.0,245352.0,245352.0,17.0,0.2569190620677391
81,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1360614.36666667,174242.0,174242.0,174242.0,160.0,0.2562613816564786
82,0,0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1460726.40666667,188594.0,188594.0,188594.0,125.0,0.2562613816564786
83,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,1695180.96666667,156710.0,156710.0,156710.0,410.0,0.2562613816564786
84,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2127063.56,182767.0,182767.0,182767.0,219.0,0.2562613816564786
84,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2127063.56,182767.0,182767.0,182767.0,310.0,0.2562613816564786
87,0,0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,10000.0,1942970.4375,236540.0,158713.0,178169.75,16.0,0.2572174233749946
89,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,3566449.73333333,149562.0,149562.0,149562.0,0.0,0.256437301200215
92,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27000.0,2435717.35333333,92835.4,92835.4,92835.4,1676.0,0.2562613816564786
101,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1598113.8,156648.36,156648.36,156648.36,53.0,0.2562613816564786
102,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3026295.19333333,193030.0,193030.0,193030.0,150.0,0.2715273584409416
103,0,0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,10000.0,2128520.925,150432.0,150432.0,150432.0,199.0,0.2585078115133585
105,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10000.0,4390402.96666667,221394.0,221394.0,221394.0,621.0,0.2562613816564786
106,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2462641.545,146368.0,146368.0,146368.0,180.0,0.2562613816564786
110,0,0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,20000.0,2318716.16,308160.0,221078.0,264619.0,120.0,0.2572174233749946
113,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27000.0,5074979.5,131467.0,131467.0,131467.0,0.0,0.2562613816564786
114,0,0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,5000.0,1983292.25666667,260726.0,91284.0,198809.66666667,205.0,0.2596951680407721
115,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2418431.15,146794.0,146794.0,146794.0,486.0,0.2569190620677391
116,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3441541.70333333,159954.0,159954.0,159954.0,180.0,0.2530169467321295
118,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2543482.305,147128.0,147128.0,147128.0,341.0,0.2562613816564786
119,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1510705.08333333,200268.0,200268.0,200268.0,345.0,0.2562613816564786
121,0,0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3821667.65,285607.0,285607.0,285607.0,301.0,0.2560610222605129
123,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2679788.11666667,246751.0,246751.0,246751.0,320.0,0.2569190620677391
130,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2456343.61,149870.0,149870.0,149870.0,152.0,0.2562613816564786
133,0,0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,10.0,0.0,2175385.37678571,399377.0,153751.17,236054.87535714,347.0,0.2569190620677391
134,0,0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10000.0,1367125.50666667,179201.0,179201.0,179201.0,11.0,0.2596913727359405
136,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2194957.66666667,258067.0,258067.0,258067.0,128.0,0.2572174233749946
137,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1542062.56333333,187289.0,187289.0,187289.0,97.0,0.2562613816564786
139,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1501661.66,169715.0,169715.0,169715.0,164.0,0.2562613816564786
140,0,0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,10500.0,3182741.8775,215100.0,158566.0,186833.0,265.0,0.2562613816564786
147,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2116263.72,189575.0,189575.0,189575.0,667.0,0.2569190620677391
149,0,0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1699715.4725,295210.0,267677.0,274560.25,26.0,0.2569190620677391
151,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2834480.87,138710.0,138710.0,138710.0,51.0,0.2573476190144638
152,0,0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,5000.0,2062771.71444444,224598.0,187115.0,200323.33333333,193.0,0.2562613816564786
154,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3454870.85666667,159308.0,159308.0,159308.0,165.0,0.2560610222605129
155,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10500.0,2703216.09,158489.0,158489.0,158489.0,709.0,0.2562613816564786
156,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10000.0,2373685.74428571,192349.0,179135.1,184798.2,606.0,0.2569190620677391
162,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27000.0,3646107.745,171067.0,171067.0,171067.0,0.0,0.2562613816564786
163,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5000.0,4771397.21666667,222761.0,204375.0,213568.0,1004.0,0.2562613816564786
164,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27000.0,4563194.58,358283.0,358283.0,358283.0,208.0,0.2560610222605129
166,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10500.0,2474659.785,160293.0,160293.0,160293.0,881.0,0.2650229155203169
169,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5000.0,1525841.69333333,156246.0,103182.0,129714.0,499.0,0.256437301200215
170,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27000.0,4945331.91333333,295352.0,295352.0,295352.0,668.0,0.2572174233749946
171,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3795489.34666667,180092.0,180092.0,180092.0,107.0,0.2882442536892524
173,0,0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,5000.0,1121453.48666667,183654.0,102862.0,143258.0,31.0,0.2569190620677391
174,0,0,0.0,5.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,10000.0,1090397.46,170710.0,169697.0,169933.6,20.0,0.2562613816564786
177,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3442657.55333333,176693.0,176693.0,176693.0,95.0,0.2560610222605129
178,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3903433.97666667,213438.0,213438.0,213438.0,59.0,0.2567267262022488
178,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3903433.97666667,213438.0,213438.0,213438.0,276.0,0.2567267262022488
179,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,3306589.67666667,160002.0,160002.0,160002.0,424.0,0.2560610222605129
180,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1395292.65666667,188920.0,188920.0,188920.0,323.0,0.2562613816564786
182,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2504355.86,161437.0,161437.0,161437.0,184.0,0.2587483959502721
184,0,0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,5000.0,2512227.37,232170.0,220107.0,227767.0,69.0,0.2567183659523679
185,0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10000.0,4886608.22,185295.0,185295.0,185295.0,39.0,0.2572174233749946
186,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2953497.11666667,156260.0,156260.0,156260.0,214.0,0.2661036828501519
187,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,1913659.84,165120.0,165120.0,165120.0,352.0,0.2562613816564786
187,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,2861239.76,165120.0,165120.0,165120.0,471.0,0.2562613816564786
188,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27000.0,6752404.74333333,330216.0,330216.0,330216.0,431.0,0.2562613816564786
189,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2754881.31333333,206677.0,206677.0,206677.0,132.0,0.2560610222605129
190,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2121866.45,165679.0,165679.0,165679.0,59.0,0.2570165748042274
192,0,0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,5000.0,4547147.76166667,350078.0,213650.0,281864.0,27.0,0.2688349299593613
193,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1975765.88,170319.0,170319.0,170319.0,272.0,0.2562613816564786
197,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10500.0,4172159.51333333,161295.0,161295.0,161295.0,0.0,0.2562613816564786
198,0,0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2607980.99,291222.0,291222.0,291222.0,158.0,0.2570165748042274
199,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10500.0,2061314.405,133943.0,133943.0,133943.0,711.0,0.2562613816564786
200,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10000.0,4320127.64,180646.0,180646.0,180646.0,506.0,0.2562613816564786
202,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2470972.12,190191.0,190191.0,190191.0,209.0,0.2609514129014814
203,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30000.0,3759357.46,402355.0,402355.0,402355.0,60.0,0.2572174233749946
203,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30000.0,3759357.46,402355.0,402355.0,402355.0,158.0,0.2572174233749946
204,0,0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3606445.42666667,2952960.0,119565.0,963061.13333333,287.0,0.2572174233749946
205,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10500.0,2919191.65833333,174099.0,165099.0,168099.0,642.0,0.2562613816564786
208,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2251389.47666667,188553.0,188553.0,188553.0,180.0,0.256437301200215
209,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3674884.43666667,211106.0,211106.0,211106.0,260.0,0.2560610222605129
210,1,0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,10000.0,2548502.53285714,228193.0,175201.0,182771.28571429,237.0,0.2573079262816446
211,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10000.0,1354622.025,70100.0,62362.75,67187.58333333,1418.0,0.2562613816564786
212,0,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5000.0,1547201.47083333,232120.0,206094.0,213467.25,438.0,0.2550148301484511
216,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2831232.68333333,212715.0,212715.0,212715.0,429.0,0.2560610222605129
217,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,4251639.37,221101.0,221101.0,221101.0,141.0,0.2579406131186461
218,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2112529.66,193286.0,193286.0,193286.0,304.0,0.2562613816564786
219,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1736142.95,168231.0,168231.0,168231.0,61.0,0.2562613816564786
221,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2309241.30666667,127284.0,127284.0,127284.0,270.0,0.256437301200215
222,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,1371678.72,176713.0,176713.0,176713.0,408.0,0.2562613816564786
223,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2941818.16,160870.0,160870.0,160870.0,206.0,0.2635217806312688
224,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,4371501.27,156403.0,156403.0,156403.0,209.0,0.2562613816564786
226,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500.0,1825597.155,149000.0,149000.0,149000.0,426.0,0.2562613816564786
227,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,10000.0,217874.0,217874.0,217874.0,0.0,0.257355471155863
230,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2642697.75,143977.0,143977.0,143977.0,104.0,0.2562613816564786
231,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27000.0,3446026.66,333727.0,333727.0,333727.0,488.0,0.2569190620677391
233,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10000.0,2081566.47333333,182027.0,160937.0,167967.0,454.0,0.2562613816564786
235,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2821159.40666667,172464.0,172464.0,172464.0,96.0,0.2562613816564786
237,0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10000.0,2168037.32,165244.0,165244.0,165244.0,50.0,0.2562613816564786
238,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2882449.74333333,247246.0,247246.0,247246.0,300.0,0.2560610222605129
239,0,1,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3628371.89333333,256637.0,256637.0,256637.0,53.0,0.264960330305559
241,0,0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,10000.0,2022949.36666667,211904.0,183774.0,193150.66666667,305.0,0.2562613816564786
243,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,1758317.86666667,213711.0,213711.0,213711.0,58.0,0.2562613816564786
244,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3156862.84875,311252.0,253202.0,282227.0,852.0,0.2572174233749946
245,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2202900.13333333,185658.0,185658.0,185658.0,425.0,0.257688171751113
246,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10000.0,1161290.0125,209758.0,164401.0,175740.25,774.0,0.2572174233749946
248,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10500.0,4232654.74666667,161295.0,161295.0,161295.0,0.0,0.2562613816564786
249,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2815498.65,237817.0,237817.0,237817.0,270.0,0.2567183659523679
251,0,1,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,3352458.22,192213.0,192213.0,192213.0,317.0,0.2560610222605129
254,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10500.0,5724967.2,155630.0,155630.0,155630.0,0.0,0.2572174233749946
255,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10000.0,2332491.18,197962.0,197962.0,197962.0,382.0,0.2595523958123921
256,0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10000.0,2153236.98333333,227060.0,227060.0,227060.0,146.0,0.2605407080668015
